Top level,Mid level,Industry,Advanced Manufacturing,Clean Energy,Creative Industries,Defence,Digital and Technologies,Financial Services,Life Sciences,Professional Services,Education,Hospitality & live entertainment,Environment & Agriculture,Raw Materials,Wholesale & retail,Construction / Property,Care & wellbeing services,Transport,Industry_Clean
Software,,Online marketplace,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,SOFTWARE | NAN | ONLINE MARKETPLACE
Software,,Server software,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,SOFTWARE | NAN | SERVER SOFTWARE
Software,,Trading platforms,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,SOFTWARE | NAN | TRADING PLATFORMS
Software,,Website hosting,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,SOFTWARE | NAN | WEBSITE HOSTING
"Supply chain, manufacturing and commerce models",,Product rental and hire,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PRODUCT RENTAL AND HIRE"
"Supply chain, manufacturing and commerce models",Commerce models,Auctioneering,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | COMMERCE MODELS | AUCTIONEERING"
"Supply chain, manufacturing and commerce models",,"Corner shops, news agents, off-licences and petrol stations",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | CORNER SHOPS, NEWS AGENTS, OFF-LICENCES AND PETROL STATIONS"
"Supply chain, manufacturing and commerce models",,Online marketplace,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | ONLINE MARKETPLACE"
"Supply chain, manufacturing and commerce models",,Online retailing,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | ONLINE RETAILING"
"Supply chain, manufacturing and commerce models",,Physical retailing,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PHYSICAL RETAILING"
"Supply chain, manufacturing and commerce models",,"Pop-up stores, street markets and food trucks",False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | POP-UP STORES, STREET MARKETS AND FOOD TRUCKS"
"Supply chain, manufacturing and commerce models",,Retail consultancy,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | RETAIL CONSULTANCY"
"Supply chain, manufacturing and commerce models",,Supermarkets and department stores,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | SUPERMARKETS AND DEPARTMENT STORES"
"Supply chain, manufacturing and commerce models",Distribution and delivery,Collection and delivery,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | DISTRIBUTION AND DELIVERY | COLLECTION AND DELIVERY"
"Supply chain, manufacturing and commerce models",,Distribution and wholesale,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | DISTRIBUTION AND WHOLESALE"
"Supply chain, manufacturing and commerce models",,Freight and haulage,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | FREIGHT AND HAULAGE"
"Supply chain, manufacturing and commerce models",,Supply chain management,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | SUPPLY CHAIN MANAGEMENT"
"Supply chain, manufacturing and commerce models",,Warehouses (bonded and non-bonded),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | WAREHOUSES (BONDED AND NON-BONDED)"
"Supply chain, manufacturing and commerce models",Raw materials and intermediate goods,Aggregates,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | RAW MATERIALS AND INTERMEDIATE GOODS | AGGREGATES"
"Supply chain, manufacturing and commerce models",,"Building materials, tools and accessories",False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | BUILDING MATERIALS, TOOLS AND ACCESSORIES"
"Supply chain, manufacturing and commerce models",,Chemicals,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | CHEMICALS"
"Supply chain, manufacturing and commerce models",,Fabrics and textiles,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | FABRICS AND TEXTILES"
"Supply chain, manufacturing and commerce models",,Gemstones and precious metals,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | GEMSTONES AND PRECIOUS METALS"
"Supply chain, manufacturing and commerce models",,Glass,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | GLASS"
"Supply chain, manufacturing and commerce models",,"Mining, boring and drilling",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | MINING, BORING AND DRILLING"
"Supply chain, manufacturing and commerce models",,"Non-precious metals, steel and other alloys",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | NON-PRECIOUS METALS, STEEL AND OTHER ALLOYS"
"Supply chain, manufacturing and commerce models",,Plastics and rubber,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PLASTICS AND RUBBER"
"Supply chain, manufacturing and commerce models",,Provision of raw materials,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PROVISION OF RAW MATERIALS"
Travel and transportation,,"Hotels, B&Bs and other short-term accommodation",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"TRAVEL AND TRANSPORTATION | NAN | HOTELS, B&BS AND OTHER SHORT-TERM ACCOMMODATION"
Travel and transportation,,"Travel agencies, travel planning and organisation",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"TRAVEL AND TRANSPORTATION | NAN | TRAVEL AGENCIES, TRAVEL PLANNING AND ORGANISATION"
Travel and transportation,Air travel,Aircraft,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | AIR TRAVEL | AIRCRAFT
Travel and transportation,,Airports,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | AIRPORTS
Travel and transportation,,Passenger airlines,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | PASSENGER AIRLINES
Travel and transportation,Road travel,Automotive dealerships,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,TRAVEL AND TRANSPORTATION | ROAD TRAVEL | AUTOMOTIVE DEALERSHIPS
Travel and transportation,,Bicycles and scooters,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,TRAVEL AND TRANSPORTATION | NAN | BICYCLES AND SCOOTERS
Travel and transportation,,"Cars, motorcycles and other road vehicles",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,"TRAVEL AND TRANSPORTATION | NAN | CARS, MOTORCYCLES AND OTHER ROAD VEHICLES"
Travel and transportation,,Mechanics and garages,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,TRAVEL AND TRANSPORTATION | NAN | MECHANICS AND GARAGES
Travel and transportation,,Parking,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | PARKING
Travel and transportation,,Private vehicle hire (taxis and minicabs),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | PRIVATE VEHICLE HIRE (TAXIS AND MINICABS)
Travel and transportation,,Roads and bridges,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | ROADS AND BRIDGES
Travel and transportation,Space travel,Spacecraft,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | SPACE TRAVEL | SPACECRAFT
Travel and transportation,,Space infrastructure,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | SPACE INFRASTRUCTURE
Travel and transportation,,Space travel operators,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | SPACE TRAVEL OPERATORS
Travel and transportation,Train travel,Trains and trams,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | TRAIN TRAVEL | TRAINS AND TRAMS
Travel and transportation,Waterways travel,Boats and ships,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | WATERWAYS TRAVEL | BOATS AND SHIPS
Travel and transportation,,"Ports, docks and marine infrastructure",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"TRAVEL AND TRANSPORTATION | NAN | PORTS, DOCKS AND MARINE INFRASTRUCTURE"
Travel and transportation,,Shipyards and shipbuilding,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TRAVEL AND TRANSPORTATION | NAN | SHIPYARDS AND SHIPBUILDING
"Supply chain, manufacturing and commerce models",,Food and drink processing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | FOOD AND DRINK PROCESSING"
"Supply chain, manufacturing and commerce models",,"Heating, ventilation, air conditioning and mechanical and electrical systems",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | HEATING, VENTILATION, AIR CONDITIONING AND MECHANICAL AND ELECTRICAL SYSTEMS"
"Supply chain, manufacturing and commerce models",,"Physical product design, testing and quality assurance",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PHYSICAL PRODUCT DESIGN, TESTING AND QUALITY ASSURANCE"
"Supply chain, manufacturing and commerce models",,"Repair, maintenance and servicing",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | REPAIR, MAINTENANCE AND SERVICING"
"Supply chain, manufacturing and commerce models",Manufacturing,Heavy equipment and machinery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | MANUFACTURING | HEAVY EQUIPMENT AND MACHINERY"
"Supply chain, manufacturing and commerce models",,Manufacturing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | MANUFACTURING"
"Supply chain, manufacturing and commerce models",,Packaging and printing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PACKAGING AND PRINTING"
"Supply chain, manufacturing and commerce models",,Provision of raw materials,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PROVISION OF RAW MATERIALS"
"Supply chain, manufacturing and commerce models",,Materials technology,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | MATERIALS TECHNOLOGY"
"Supply chain, manufacturing and commerce models",,Parts and components,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"SUPPLY CHAIN, MANUFACTURING AND COMMERCE MODELS | NAN | PARTS AND COMPONENTS"
